1,245
2,121
3,326
4,242
5,51
6,64
7,281
8,494
9,343
10,460
11,1135
12,120
13,482
14,956
15,161
16,136
17,207
18,524
19,250
20,337
21,132
22,108
23,87
24,498
25,132
26,187
27,693
28,69
29,156
30,333
31,183
32,149
33,186
34,128
35,265
36,162
37,1216
38,1044
39,381
40,181
