微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IAnsKeUGo,#集合啦动物森友会# 动物森友会手机版（见图一）下载教程：ios系统❤️1、拥有日区苹果账号（其他上线此游戏的国家或地区账号也行）「我无法提供自己的账号给大家，抱歉。大家可以去“马爸的宝”买。私信关掉了，请谅解。」❤️2、拥有稳定天梯（参考图二）「自己搜“加速器”，不赘述」❤️3、进入苹果手机的设置-苹果账号-退出大陆账号-登日区账号❤️4、进入app store（已自动切换去日区，且显示日文，不影响搜索） 搜pocket camp下载（完成） ❤️5、补充：更新加载不出来的问题。三步走：第一步—app store要切换去日区，即要和第一步一样登上你日区的账号；第二步—保证梯子畅通；第三步—更新时，手机要一直保持在更新界面不切换，不退出。没耐心的朋友建议睡前更，醒了玩儿。我的更新时间是十几分钟，仅供大家参考。             [组图共4张]      原图                             ,"http://ww3.sinaimg.cn/large/006avSIMgy1gd77e64eqgj30n01dsh8s.jpg,http://ww3.sinaimg.cn/large/006avSIMgy1gd77eyhmepj30n01dsnoy.jpg,http://ww1.sinaimg.cn/large/006avSIMgy1gd77ez32waj30n01dsqbm.jpg,http://ww1.sinaimg.cn/large/006avSIMgy1gd77ib9mg6j30n01dsn97.jpg",无,无,2020/3/26 12:15,iPhone XR,31,9,72
IBGen9gE7,我以前是很痛苦的小女孩儿。面对痛苦没什么办法，只能生熬、硬熬、想法设法的熬，熬过去就免疫。开始的痛苦是写微博记录日常的契机。大二的时候被初恋绿。我无法排解自己的情绪，随时随地都能留泪，剩下的时间在发呆。是一具名符其实的行尸走肉，想跳楼。正在为爱情伤神的时候，我爸打电话说，我妈病危。在医院抢救室对面坐着的时候，感觉自己这种状态不行，疯狂想自救，定一条铁律：每天必须写出来一件值得快乐的事情。这才开始了持续的记录。说一些：宿管给我做饭吃了、楼下的花开了、我朋友好可爱哦这种啰里八嗦的内容，有了最初的一千多好友，全是同学。之后是学业受捶，非常痛苦。累计挂了八科，要拼命补考重修。考啥啥不行，大三，末代司考，我同学全都潇洒的一考而过，我当然没过，非常焦虑、非常茫然，躺下就耳鸣，没睡过一个好觉。半夜浑身发抖停不下来，给自杀干预热线打电话，占线。在网上找了心理辅导机构做疏导，收费很贵但没有用。去校医院买安眠药，吃下去，睡不着也醒不了。没办法，开始长跑，把自己累死，倒头就能睡着。后面还有很多痛苦：过了一段看起来还行但十分压抑的生活，往海里走了好远，因为太冷回来了。刚到私企时不设防，被同事卖，被人下绊子，我怎么也不明白为什么。感情谈一个绿一个，绿的莫名其妙，绿的匪夷所思。当然，未来还有很多能预见的痛苦等着我，只亲人去世这一项，我就没法儿想象。在这么多痛苦里我就想明白两件事：活着、让自己快乐。                                 ,无,无,无,2020/4/4 1:52,iPhone XR,36,0,16
IBFZS0dCK,金主找到了！！！金主又给我打了一笔款，留了言。谢谢这位朋友的喜欢，我会好好生活。祝您顺利。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/006avSIMly1gdh313j263j30n00ryjux.jpg,http://ww2.sinaimg.cn/large/006avSIMly1gdh313teo0j30n00o5n01.jpg",无,无,2020/4/4 1:16,iPhone XR,12,0,8
IBFGWx36p,人固有一死，或重于泰山，或轻于鸿毛。重，是痛苦把亲人爱人的心都扎烂压碎碾平。轻，是于他人而言，最多是心里落了一粒尘，蒙了一层灰。  ,无,无,无,2020/4/4 0:29,iPhone XR,16,0,2
IBFCG68gL,以前，听到“离婚不离家”就感觉这对无缘夫妻实在是太没志气了，一团乱麻，连分手都不肯干干净净、干干脆脆。最近关注了一位“离婚不离家”的博主，才认识到原来有那么多的原因，那么多的无奈。  ,无,无,无,2020/4/4 0:19,iPhone XR,3,0,0
IBFv5pLAL,#健康实录#D1112元麦当劳随心配！散步7公里。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/006avSIMly1gdh0u5d9q3j30n01dswi4.jpg,http://ww2.sinaimg.cn/large/006avSIMly1gdh0u6uza4j30u0140jy0.jpg",无,无,2020/4/4 0:00,iPhone XR,1,0,0
IBEKTd3Fs,#集合啦动物森友会# #pocket camp# 手机版集合吧动物森友会挖矿教学。 微博视频  ,无,无,无,2020/4/3 22:06,微博视频,1,0,2
IBEpYzs18,@微博抽奖平台 因为今天得了一笔莫名其妙的钱，做好事把运气传出去。转这条微博抽个公考面试随时1V1培训，免费。（可更换为一次免费的离婚协议起草，因为我只写过一些离婚协议，别的法律文书我拿不太准。）1、提供自己教研的模版（上班的时候琢磨了二十篇大概，在云端躺着呢）2、可点评，可教学，可对练。结构化、结构化小组、半结构化、无领导都可，无盲区。3、不限时间，不限次数。我最近很闲。4、经历：山东公辞职，面试成绩应该是89多，但我忘了，记不清了，不低。中和粉的面试培训师从业过。5、不提供督促学业服务，你爱学不学。不提供闲聊服务。                                 ,无,无,无,2020/4/3 21:15,iPhone XR,4,24,12
IBE3M8uoL,职业病还没过去，跑步的时候都在脑子里模拟答面试题。  ,无,无,无,2020/4/3 20:20,iPhone XR,1,0,3
IBDzW5wxe,希望转错钱的朋友不要难过，只要我们能相遇，我一定还给你。 不能相遇的话，我会把200元拿去替你做力所能及帮助人的小事（需要机会），带来的好运结算到你头上。  [组图共4张] 原图 ,"http://ww1.sinaimg.cn/large/006avSIMly1gdgscklyenj30n01dsh34.jpg,http://ww1.sinaimg.cn/large/006avSIMly1gdgscn7z20j30n01ds7bn.jpg,http://ww1.sinaimg.cn/large/006avSIMly1gdgscnljy2j30n01dswsp.jpg,http://ww2.sinaimg.cn/large/006avSIMly1gdgse81mb7j30n01ds77w.jpg",无,无,2020/4/3 19:07,iPhone XR,1,0,1
