微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBKvn8d5G,想我奶奶了！十岁至十六岁这个关键的成长时间，我是在乡下跟着奶奶长大的……！  ,无,无,无,2020/4/4 12:45,HUAWEI Mate 9,11,16,1
IByPitrZn,以下观点，是从战友群拿来的。为什么新冠病毒的源头和传播途径争论成为焦点? 1、这是一个国际性的主权原则问题，必须依靠科学证据。2、现在疫情全球大爆发大流行，发展成为了是病毒与人类的战争，按照联合国《战争法》这是世界大战。3、病毒与战争等同，从爆发源头查证传染源，也就是谁发动了战争。4、疫情病毒给全球（人类）造成的灾难和损失，在全球疫情结束后会有一个总清算（损失额：生命价值十经济十人力十精神影响）。5、联合国会成立国际审判法庭（战争赔款）。6、这种赔款也有可能要赔掉一个发达的大国。如战后的纳粹德国和日本。7、因此定义病毒源头决定国家命运。特朗普打死他也不会承认，中国也不会背黑锅。现在全世界都在试目以待，此疫情已经激怒了全世界，一旦确定病毒传染源头，并能确定其主观意图，那么疫情战争赔就将让这个大国解体（历史上如希特勒）。一些老百姓只是看热闹，不知其厉害关系，其实这是涉及国家生死存亡的（反人类罪、战争罪）国际大问题。坚决反对将新冠肺炎说成中国肺炎或武汉肺炎的污名化做法。坚决反对证据不足的把病毒源头說是在武汉的说发。彻底揭露美国一些政客想甩黑锅给中国的恶劣行径。防止汉奸卖国贼的出现。国家利益涉及到每个中国人自己的利益。垦请转发。                                 ,无,无,无,2020/4/3 7:01,HUAWEI Mate 9,17,51,11
IBsOBk0JT,截图讲得有些道理，转给博友们共阅！  原图 ,http://wx3.sinaimg.cn/large/005M65BGly1gdfgsvc488j30hx7psqso.jpg,无,无,2020/4/2 15:43,HUAWEI Mate 9,111,320,27
IAZ7Jufux,【请不要相信的故事】刚刚因事和前妻在一西餐厅吃饭，忽然一居住地离我只有一公里的微博互粉小女孩儿跑过来说：“老刀，又出了一个年轻的汉奸买文鼎，你知道吗？”我答：不知道。她又问：为什么现在的中国尽出汉奸呢？我：不知道。我前妻瞪了我一眼说：老刀你装什么孙子？我来回答：因为现在做汉奸成本低还能得到好处！…，就这样，让这女孩儿把我们要谈的大事淡化了。                                 ,无,无,无,2020/3/30 12:07,HUAWEI Mate 9,25,22,2
IASqA5K4e,原来如此！ 陨石老刀的微博视频  ,无,"http://f.video.weibocdn.com/002PFp78gx07C5aZzj1u01041200chcD0E010.mp4?label=mp4_hd&template=368x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586006098&ssig=VdkJcqSQGx&KID=unistore,video",无,2020/3/29 19:04,HUAWEI Mate 9,112,300,47
IAqdyDBdQ,这个评论转不出去！我不信你们如果没上技术手段，会没有网友跟转！//@讀天書AAA01://@陨石老刀:现在的中国文化人，若说都是垃圾也不尽然，好的也有，只是凤毛麟角，非常稀少。而且，这些人常年受到打压，什么极左、什么余孽等等罪名，让他们噤若寒蝉！//@童话88361:转发微博  原图 ,http://wx4.sinaimg.cn/large/005M65BGly1gd7jnanpb0j30k01fzwqa.jpg,无,无,2020/3/26 19:15,HUAWEI Mate 9,34,78,11
IAoWReMkD,这个你们也限转？我无语了！  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/005M65BGly1gd7dyc7dyrj30u01hcgrb.jpg,http://ww1.sinaimg.cn/large/005M65BGly1gd7dycxq89j30u01hcq8g.jpg",无,无,2020/3/26 16:02,HUAWEI Mate 9,20,77,7
IAmSjuPrk,不知道你们相不相信运气？反正我是相信的！我不相信命，但我信运。一个人的运势不是一成不变的，它有高峰，也有低谷。这与一个人的生活环境、个人阅历、个人能力、涵养等很多方面有关。运气好时，这件事你预感会有小收获，结果却是个大惊喜；运气不佳时，你预感这件事儿可能会很糟，结果却比你想象的还糟糕！                                 ,无,无,无,2020/3/26 10:45,HUAWEI Mate 9,8,33,2
IAgu87rsu,http://t.cn/A6Z7ms2w  ,无,无,无,2020/3/25 18:29,HUAWEI Mate 9,2,6,0
IzAHObyLQ,大家一起唱红歌！ 陨石老刀的微博视频  ,无,"http://f.video.weibocdn.com/002kfyi2gx07BRGJxx4401041200tFD20E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586006139&ssig=Ge5zJC8FBF&KID=unistore,video",无,2020/3/21 8:07,HUAWEI Mate 9,63,110,7
Iz906euJQ,这个一直被新浪里的汉奸反社会主义分子屏蔽！我操！你们的势力真大！  原图 ,http://wx2.sinaimg.cn/large/005M65BGly1gcxtxg2eyvj30u01hcjwn.jpg,无,无,2020/3/18 9:35,HUAWEI Mate 9,10,19,2
