微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IASOYEwOn,《谁在招人？》 是一个免费的程序员招聘服务，每月一期。下图是3月份的招聘信息，都是招聘团队直接贴出的，保证全部有效。http://t.cn/A6ZI4v5p  如果你们公司正在招聘程序员（包括实习生），也欢迎将招聘信息张贴到上面的网址。  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gdb1xlt6eoj20my10yaez.jpg,无,无,2020/3/29 20:05,微博手机版,37,24,10
IALfYbSSi,浅水是喧哗的，深水是沉默的。#今日金句#  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gda4jam671j21400u0njc.jpg,无,无,2020/3/29 0:49,微博 HTML5 版,192,44,15
IAwmGAA3Z,《科技爱好者周刊（第100期）》：美国最近将基准利率降到了0%。我觉得，大家对这件事不太关注，觉得跟自己没关系，或者觉得这是临时措施。事实恰恰相反。我觉得，这是最重要的几个长期经济迹象之一，对每个人都会产生影响，而且比疫情本身的影响更深远持久。http://t.cn/A6ZyyOqV  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gd8ashzhklj20m809j74j.jpg,无,无,2020/3/27 10:54,微博 HTML5 版,31,17,9
IArHqB4Wn,去年成功套现/卖掉的创业公司，都值得祝贺。 #今日金句#  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gd7q713eaij20u00j2di2.jpg,无,无,2020/3/26 23:02,微博 HTML5 版,102,19,8
IAn4VnSYk,现在可以申请的顶级域名，没想到已经这么五花八门了……  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gd75sm8qs1j20dy0i13yz.jpg,无,无,2020/3/26 11:16,微博 HTML5 版,74,21,41
IAdL49VfK,图标库 FontAwesome 发布最新版本，添加了病毒、医疗方面的许多新图标，用于制作标牌、报告、站点、应用程序，可以免费使用。http://t.cn/A6Zh6kM9  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/537f5932ly1gd60nalaqhj20k0065a9x.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gd60nbxndbj20lc0g00sp.jpg",无,无,2020/3/25 11:32,微博 HTML5 版,78,41,7
IAdHoCCtp,下面网址收集了 MacOS 从10.0至今的所有默认壁纸，都可以下载。比如，很多人都喜欢 的 MacOS 10.7 Lion 银河壁纸。http://t.cn/RKfk3VJ  原图 ,http://wx2.sinaimg.cn/large/537f5932ly1gd60dvdllvj20m80dw759.jpg,无,无,2020/3/25 11:23,微博 HTML5 版,92,103,12
IzZCQf5ev,《人类简史》的作者尤瓦尔·赫拉利，上周末在《金融时报》发表了一篇长文《冠状病毒之后的世界》。非常发人深省，强烈推荐。http://t.cn/A6zk80k7  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/537f5932ly1gd4a94rtx9j20eu0m83yp.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gd4a97y3prj20fl0iot9f.jpg",无,无,2020/3/23 23:34,微博 HTML5 版,299,519,56
IzVpzFGFa,ActivityPub 是一种去中心化的内容聚合协议，可以让其他用户远程订阅你的内容。它很像升级版的 RSS，但是支持远程推送。下图是我整理的目前支持 ActivityPub 协议的开源软件，可以自己架设服务。http://t.cn/A6zekglX  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gd3rngyntyj20n706ldgt.jpg,无,无,2020/3/23 12:50,微博 HTML5 版,44,32,5
IzD8w0fSw,一个非常简单易用的白板绘图开源工具 Excalidraw。http://t.cn/A6z3o3Ub  原图 ,http://wx1.sinaimg.cn/large/537f5932ly1gd1iywp05oj213s0kwwgh.jpg,无,无,2020/3/21 14:18,微博 HTML5 版,84,81,7
IzD4SbAqp,旧金山渡轮公司在推特上说：“感谢你不使用我们的服务。” 看着既有点难过，又有点滑稽。  原图 ,http://wx1.sinaimg.cn/large/537f5932ly1gd1ipn56n8j20gh05974h.jpg,无,无,2020/3/21 14:09,微博 HTML5 版,41,6,1
IzD0gbP1G,下面的仓库收集新兴的 Web API，大部分跟手机有关，弥补跟原生 App 的差距。如果你想追踪 Web App 开发的前沿，可以关注这个仓库。下面是浏览器的画中画 API。http://t.cn/A6z36tHd  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gd1idtaa4cj20m80dwjrl.jpg,无,无,2020/3/21 13:58,微博 HTML5 版,82,61,2
IzxoYyk8M,权威的《Nature Medicine》杂志发表美国科学家的论文，几乎是用完全肯定的语气，断定 Covid-19 病毒出于自然进化，而不是人工产物。http://t.cn/A6zjtBLq  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gd0tnktkqdj20hm0f8di7.jpg,无,无,2020/3/20 23:42,微博 HTML5 版,141,44,29
Izsu9ttC5,今年就要发布的 PlayStation 5 和  Xbox Series X，硬件基本相同。如果你想同时玩这两个平台，就不得不同样的硬件买两套。游戏主机真可以考虑使用 PC 的模式，索尼和微软只出售主机操作系统，把硬件改成开放平台，让第三方厂商去做，反正现在硬件都是亏的。http://t.cn/A6zTe6Od  原图 ,http://wx1.sinaimg.cn/large/537f5932ly1gd07y6qvnfj20i60eldha.jpg,无,无,2020/3/20 11:12,微博 HTML5 版,43,7,35
IzrOisjU0,《科技爱好者周刊（第99期）》：这几天，教育部公布了2020年研究生招生规模，今年会多招18.9万人，比去年增长20%。因为今年就业形势非常严峻，扩大招生可以减少就业压力。这反映了我们国家的现实：高等教育的目的不完全是教育，很大程度充当了就业缓冲层。http://t.cn/A6zRgT8j  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gd04yvw1kgj20m80et0u6.jpg,无,无,2020/3/20 9:28,微博 HTML5 版,74,31,17
Izd9ntVWt,1665年8月，剑桥大学由于鼠疫传播而关闭，一个叫做艾萨克·牛顿的学生不得不回到乡下的老家，躲避瘟疫。整整18个月，他与世隔绝，努力地读书和做实验，创造性地提出了一整套引力理论。人类的科学进展由于这个单一事件，从此彻底改变。http://t.cn/A6zYsHkB  ,无,无,无,2020/3/18 20:09,微博 HTML5 版,121,49,23
IyZsojKcY,《极客时间》的课程，在国内程序员里面很有名，都是找大厂技术负责人主讲，各个领域都涵盖了。现在正搞企业版推广活动，所有976门课以及 QCon 演讲视频都可以免费听，只要用团队名义申请就可以了。如果你想听左耳朵耗子、王争、丁奇、winter 的课程，可以让团队leader来开通，或者HR和培训负责人也行，活动期间不用花钱。�http://t.cn/A6z0GC0A             [组图共2张]      原图                             ,"http://ww4.sinaimg.cn/large/537f5932ly1gcwnqlj9yfj20ku1127l6.jpg,http://ww2.sinaimg.cn/large/537f5932ly1gcwnrlfe1qj20yi2n2gxn.jpg",无,无,2020/3/17 9:18,微博 HTML5 版,30,18,7
IyZ37BMmf,推特上面很多程序员点赞的一条推文，几乎是这个职业的必然结局。“最近，我反复思考，不想再干程序员了。麻烦的是，这是我唯一的技能。我的编程能力已经不行了。看清这一点，真是伤心。”  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gcwlzv3098j20tt11rdmb.jpg,无,无,2020/3/17 8:15,微博 HTML5 版,367,194,56
IyYWrjp2U,"NPM 被GitHub 收购了。现在，vs code, atom, github, npm, typescript... 都归微软所有。根据NPM创始人Issac的透露，是他本人去找GitHub要求收购的。财务压力让他不堪重负。http://t.cn/A6zpDEL4  原图 ",http://wx1.sinaimg.cn/large/537f5932ly1gcwlipisjqj20sg0exgni.jpg,无,无,2020/3/17 7:59,微博 HTML5 版,221,133,39
IyUUEyc0t,意大利威尼斯的一家旅馆已经没有了生意，就在Youtube直播它的窗口望出去的景象，现在就在播出，有好几个摄像头轮流切换，画面相当清晰。http://t.cn/A6zNBcXb平时半夜都喧闹无比的市政广场，现在几乎空无一人。直播不时插播一行字：“等到疫情结束，请预订您的行程，帮帮这个城市”。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/537f5932ly1gcw3qc7muvj21hc0tk7m0.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gcw3qf70k0j21hc0tkdun.jpg",无,无,2020/3/16 21:43,微博 HTML5 版,48,13,12
IyIKOipqc,一个图片处理的在线工具，可以让普通照片变成世界名画。下图就是基于凡高的《星夜》生成的照片。http://t.cn/A6zSreuA  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/537f5932ly1gcum1rhc6cj20bz0gotd2.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gcum1vqjyaj20c00go75k.jpg,http://ww4.sinaimg.cn/large/537f5932ly1gcum1ycq1hj20go0ciq5w.jpg",无,无,2020/3/15 14:46,微博 HTML5 版,92,71,16
IyxMzyjTE,"刚发现的，WolframAlpha 可以搜索某个地点的历史天气。比如，上海2014年2月13日是3到7度，小雨转多云。http://t.cn/A6zJ5TfO on 2/13/2014 in shanghai, china  原图 ",http://wx2.sinaimg.cn/large/537f5932ly1gct9mbbjnqj20fk0h5abf.jpg,无,无,2020/3/14 10:50,微博手机版,101,61,7
IyxHtpjci,推荐俄罗斯的搜索引擎 Yandex，我觉得体验不错，尤其是图片搜索，比谷歌好用。国内好像还没有被屏蔽。http://t.cn/RiGudWt  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gct997neqbj20p80hb787.jpg,无,无,2020/3/14 10:38,微博 HTML5 版,183,147,31
Iyrtbb3UB,一个虚拟信用卡工具，可以基于你的信用卡生成多张虚拟信用卡。你用那些虚拟卡去线上支付，就不怕信用卡诈骗了，好像还挺有用的。http://t.cn/RqPIfE9  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gcshqzt4iuj20m80f6q39.jpg,无,无,2020/3/13 18:46,微博 HTML5 版,86,41,7
IypNjentF,英国首相约翰逊今天上午的电视讲话，也等于宣布放弃隔离了。http://t.cn/A6zfgSx4- 全国学校不会关，因为弊大于利。- 不会对轻症病人进行测试。- 如果你症状不严重，不要去医院，自己在家呆7天。- 可能会有很多老年人感染后去世，要做好心理准备。  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gcsacpxcuqj20h309mgm3.jpg,无,无,2020/3/13 14:30,微博 HTML5 版,181,46,67
IyodY5STX,《科技爱好者周刊（第98期）》：提高文章的表达能力，有两个小技巧。以下面的图片为例，你觉得哪一种更清晰？切记不要把主要内容放在一起，一股脑说出来，而要做到拆分（内容拆分成一系列简短而明确的小观点）和反复（核心的内容采用各种形式反复展示，翻来覆去地讲）。http://t.cn/A6zVkZ11  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/537f5932ly1gcs3f53rr5j20dg06j0sx.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gcs3f6qpr4j20dh0jzgm7.jpg",无,无,2020/3/13 10:30,微博 HTML5 版,67,34,11
Iyo8UkixV,瑞典宣布“三不”，对疑似和轻症病人不测试、不追踪、不强制隔离，就是把 COVID-19 当作流感处理了，因为国家没有那么多资源。这样的话，这个病毒肯定会长期存在了，最终只能依靠疫苗或者人体出现抗体来解决了。http://t.cn/A6zVdGEg  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gcs327y7i6j20fj0gtdi4.jpg,无,无,2020/3/13 10:18,微博 HTML5 版,139,35,71
Iygl645JJ,GitHub 的“代码导航”（code navigation）功能好像已经默认打开了，可以直接跳转到函数的定义部分，目前只支持 JS、TS 和 PHP 代码。以后，在 GitHub 网页端阅读代码更方便了。http://t.cn/A6z56Z4N  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gcr4m00osqj20lh06ndg9.jpg,无,无,2020/3/12 14:26,微博 HTML5 版,61,12,10
IxZS7qLQ0,意大利的情况简直像小说一样，2月20日，全国还只有3个病例，都是外来的。变化出现在2月21日的第4个病例，一个男子因为呼吸困难就诊，医生震惊地发现他没有旅行史，因此是在本地感染的。从此，情况一天比一天严重，仅仅过了20天，今天新增确诊1800例，总计9200例，已经死亡近500人。  原图 ,http://wx1.sinaimg.cn/large/537f5932ly1gcp3wthyhrj20u0198n15.jpg,无,无,2020/3/10 20:31,微博 HTML5 版,105,19,27
Ixos7eGG6,命令行界面CLI对新手不友好，必须看手册才会用。图形界面GUI不适合功能多的软件，而且效率低。有人就提出了一种将两者优点结合的界面 CLUI（命令行 UI）：命令行下显示图形提示框。http://t.cn/A67uCm2c  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/537f5932ly1gckipmumdej20jx0863yc.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gckipogup5j20jd0chdft.jpg",无,无,2020/3/6 21:15,微博 HTML5 版,93,44,21
Ixli47iFz,AirPods 的  Live Listen 功能开到 on，然后把它放在另一个房间，就能当作窃听器，能够听到那个房间的声音。另一个类似场景是，两个人都有 AirPods，都打开  Live Listen 功能，就能把 AirPods 当对讲机使用。（via @arnoldcrndo）  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/537f5932ly1gck4r2vim4j20q81kwdi4.jpg,http://ww4.sinaimg.cn/large/537f5932ly1gck4r4euo0j20qa1kw0to.jpg",无,无,2020/3/6 13:12,微博 HTML5 版,90,61,27
IxjOIae8J,《科技爱好者周刊（第97期）》：为什么向地上倒了一摊水，土地就变暗了？主要原因是反射到人眼的光线数量减少了。土地变湿的时候，表面有一层水，光线必须穿过那层水才能被地面反射。http://t.cn/A67El2qN  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gcjy8yozjyj20m80ch74x.jpg,无,无,2020/3/6 9:27,微博 HTML5 版,68,17,11
IwSdE3GQy,一个 iOS 的控件，当你注视屏幕的时候，页面会自动滚动，眼睛移动就会停止，参考下面视频。http://t.cn/A679oren  ruanyf的微博视频  ,无,"http://f.video.weibocdn.com/002AZqs2gx07BpblzUtF010412002kzR0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586059115&ssig=NzEQlgU6BT&KID=unistore,video",无,2020/3/3 11:11,微博视频,113,20,24
IwMBw8DLT,现在后端的招聘岗位大部分都是Java，但其实C++的需求也不少，而且工资更高，因为C++岗位偏向系统和底层，难度较大。我觉得，长期中，C++的回报率要优于Java。现在有一门C++语言创始人Bjarne Stroustrup 参与设计的零基础课程 http://t.cn/A67oZGeY ，优达学城最近刚更新，现在可以免费试听（试听地址：http://t.cn/A67oZGej 需要先注册或登陆），感兴趣的同学可以看一下。             [组图共3张]      原图                             ,"http://ww4.sinaimg.cn/large/537f5932ly1gcfvkyqbkrj227w11g0zp.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gcfvl40u0hj227u11e111.jpg,http://ww3.sinaimg.cn/large/537f5932ly1gcfvlgp2ijj20zs0g9mzq.jpg",无,无,2020/3/2 20:54,微博 HTML5 版,164,66,35
IwzDW96BG,Babel 作者的新作品 Rome，把 JS 的主要工具都包括在一个库里。不需要 webpack、eslint、prettier、babel 了，它都提供了。它的核心思想是，把基于AST（抽象语法树）的所有功能都统一起来，不要每个工具自己做一次AST解析。http://t.cn/A67L0v0w  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gceaeg2dncj20kj0aojsl.jpg,无,无,2020/3/1 11:54,微博 HTML5 版,171,94,24
Iwg128gVQ,很多团队都有内部学习活动，通常是每周指定一个人，做技术分享。但是，普遍效果不太好，主要是内容不好找，讲得也不到位。现在有一个简单的解决方法，免费获赠极客时间的企业版，他们特殊时期在搞活动，还剩两天。848门收费课程都免费领取，还有各大厂技术leader的短视频，QCon、ArchSummit等行业峰会的演讲视频，解决内部学习和培训的痛点。不过，需要企业名义领取，可以任意添加员工，周六午夜就截止了。http://t.cn/A67bAAzc             [组图共2张]      原图                             ,"http://ww1.sinaimg.cn/large/537f5932ly1gcbvp1pge7j20yi1m57d6.jpg,http://ww1.sinaimg.cn/large/537f5932ly1gcbvp4g5rxj20yi2dx7u3.jpg",无,无,2020/2/28 9:56,微博 HTML5 版,33,9,3
IwfMDr5r4,《科技爱好者周刊（第96期）》：一套旅游指南丛书最近出版了《Xbox 美景指南》，专门收入出现在 Xbox 游戏的各种虚拟的美丽景点，供游戏爱好者前往体验，比如下图是游戏《刺客信条：奥德赛》里面的吉萨金字塔。http://t.cn/A674smwR  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/537f5932ly1gcbuq2o48gj20m80et3ym.jpg,http://ww4.sinaimg.cn/large/537f5932ly1gcbuq4cq79j20m80gogmk.jpg",无,无,2020/2/28 9:20,微博 HTML5 版,28,5,6
Iw6AXh0ek,大家都知道，Python 语言入门容易。但是，很少有人提到，水平提高难。它的高级语法和周边API，并不比其他语言简单。这边帮极客时间做一个小小的宣传，他们的Python进阶课程，针对的就是入门以后，苦于无法提高的同学。50天时间完成一次密集的培训，线上直播+实战作业+随时答疑+企业内推。马上就开课了，优惠口令：PYRUANYFE，价格仅需1799。感兴趣的同学可以点击后面链接，了解详细信息。http://t.cn/A672UI1G                  原图                             ,http://wx2.sinaimg.cn/large/537f5932ly1gcaq5sthmyj20yi1pcjzg.jpg,无,无,2020/2/27 9:57,微博 HTML5 版,22,9,9
Iw6lp5rEM,新的博客文章《我的外包经验：印度、中国和菲律宾（译文）》：我有很多与亚洲外包供应商合作的经历。这篇文章我想来谈谈，多年来将软件项目外包到印度，中国和菲律宾的经验。我以前的工作是辉瑞公司的软件架构师，一共干了14年，曾经负责过亚太地区的软件架构。http://t.cn/A672vobn  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gcap1t7aakj20m80c4wfj.jpg,无,无,2020/2/27 9:19,微博 HTML5 版,58,31,8
Iw5ZH9HII,《谁在招人？》是一个程序员的免费招聘服务，下图是上一期的岗位，都是有效的。http://t.cn/A67Auw9C欢迎有需求的公司，发布招聘/实习信息。  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gcani891pdj20ob0yr10n.jpg,无,无,2020/2/27 8:25,微博 HTML5 版,35,34,3
IvPltsOpP,根据最新统计，西雅图的IT从业者平均年薪27.9万美元，纽约的金融从业者平均年薪17.9万美元，包含奖金和期权。IT已经成为美国平均工资最高的行业。不过，我是觉得，它没统计从业年限，IT行业很难像金融业那样干到退休，巴菲特90岁还在上班，这在IT行业是不可能的。http://t.cn/A67vSUWx  原图 ,http://wx1.sinaimg.cn/large/537f5932ly1gc8m06egwzj20u00ryn2c.jpg,无,无,2020/2/25 14:02,微博 HTML5 版,156,26,20
IvNPqdvID,Dart 语言要崛起了。谷歌下一代操作系统Fuchsia，明确只支持Dart，不支持Go和Rust，用户UI只能用Dart写。Dart已经是移动端Flutter的官方语言，而且原生支持编译成JavaScript，跟TypeScript功能重合。现在看上去，前景一片大好。http://t.cn/A6hsWk4P  原图 ,http://wx2.sinaimg.cn/large/537f5932ly1gc8fb62kpej20u00g8wgu.jpg,无,无,2020/2/25 10:10,微博 HTML5 版,175,58,42
IvEAo47QF,似乎每个人都在使用Electron，后果就是桌面软件的质量下降了。#今日金句  ,无,无,无,2020/2/24 10:39,微博 HTML5 版,100,16,42
Ivzk9ySsW,新的博客文章《RDF 和 SPARQL 初探》：维基百科有一个姐妹项目，叫做"维基数据"（Wikidata），可以机器处理结构化数据。维基数据不是关系型数据库，而是 RDF 数据库；查询语言不是 SQL，而是 SPARQL。本文演示如何使用维基数据查询信息。http://t.cn/A6hrgnHg  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gc6n9zcs4bj20dw0d63yj.jpg,无,无,2020/2/23 21:15,微博 HTML5 版,35,33,4
Ivp0FoFOZ,一个 Bash 命令行小知识，我也是最近才知道。source命令执行脚本是在当前Shell执行，不会像`bash script.sh`或`./script.sh`那样新建一个子Shell执行，所以不必export输出变量。因此source常用来重新加载修改过的配置文件。  ,无,无,无,2020/2/22 18:59,微博 HTML5 版,61,34,14
IvmebbuqK,GitHub 推出讨论区功能！终于可以把讨论与 issue 分开了。http://t.cn/A6hnnGsh  原图 ,http://wx3.sinaimg.cn/large/537f5932ly1gc51gjv9v4j21gt0nvgq2.jpg,无,无,2020/2/22 11:54,微博 HTML5 版,176,46,17
Ivg04vJ0B,25本推荐最多的编程书籍 http://t.cn/A6h8r39j  ,无,无,无,2020/2/21 20:03,微博手机版,120,91,11
IvcfYDfqo,按理说，远程办公可以减少会议。但是，有网友留言，会议反而增加了，因为领导时不时要视频检查，大家是否在办公，并且明确规定不得穿睡衣……  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gc3tfpef3rj20tf0pojw8.jpg,无,无,2020/2/21 10:31,微博 HTML5 版,116,48,39
Ivcd8fl6e,《科技爱好者周刊（第95期）》：生于1943年的彼得·诺顿是第一批PC程序员。他开发的Norton Utilities极受欢迎，被赛门铁克收购。后来他成了PC维护软件的象征，印上了产品封面。他带着领带、卷起袖子的样子，成了经典姿势。他本人不戴眼镜，但是照片上都戴，这增加了权威感。http://t.cn/A6hHEwuB  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/537f5932ly1gc3t8fdxcxj20aj0dcaae.jpg,http://ww2.sinaimg.cn/large/537f5932ly1gc3t8hdi6lj20dw0jlaal.jpg,http://ww2.sinaimg.cn/large/537f5932ly1gc3t8j32dzj20m80akmyb.jpg",无,无,2020/2/21 10:24,微博 HTML5 版,21,7,4
Iv7cYaQQj,东非蝗灾的现场，后面链接有更多视频，看着真可怕。http://t.cn/A6hYYgQn  ruanyf的微博视频  ,无,"http://f.video.weibocdn.com/0015ckECgx07B6JQJEwv01041200cHmB0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586059121&ssig=ZXEUvoPB2Q&KID=unistore,video",无,2020/2/20 21:40,微博视频,94,80,82
Iv5sHvOjy,有的显卡有三个DisplayPort接口，一个HDMI接口，可是电视机通常一个DIsplayPort接口都没有。今天才知道原因，HDMI规范是家电厂商制定的，Nvidia和AMD都不在其中。DisplayPort才是PC厂商制定的规范，未来显卡甚至会取消HDMI接口，通过转接线来支持。  原图 ,http://wx1.sinaimg.cn/large/537f5932ly1gc2zfxmrnbj20zk0qodhh.jpg,无,无,2020/2/20 17:14,微博 HTML5 版,66,31,24
Iun6A0xaZ,Dan Abramov 说他在脸书的基本年薪是13万美元，这应该不包含奖金和股权。他是 React 团队成员，属于顶尖的前端工程师。前端在美国的收入水平，大家自己判断吧。  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gbxjm7a95vj20d306qwer.jpg,无,无,2020/2/16 0:18,微博 HTML5 版,258,134,79
Iu97v82XS,刚收到的中国移动短信，电信服务商提供免费查询，过去30天你的手机信号的漫游省份。  原图 ,http://wx4.sinaimg.cn/large/537f5932ly1gbvtvj10qfj20u0109jxq.jpg,无,无,2020/2/14 12:42,微博 HTML5 版,24,3,15
Iu8xMbaIo,《科技爱好者周刊（第94期）》：日本轮胎巨头普利司通开发了一种无气轮胎，不需要充气，内部填充的是热塑纤维，可以承受约2.2吨的重量，能够用于卡车。无气轮胎的主要缺点是弹性不如充气轮胎，会更颠簸。同时，普利司通也推出使用这种轮胎的自行车。http://t.cn/A6hqjw7A  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/537f5932ly1gbvrbwuutwj20m80cigm2.jpg,http://ww4.sinaimg.cn/large/537f5932ly1gbvrbxbrw1j20m80cit9c.jpg,http://ww3.sinaimg.cn/large/537f5932ly1gbvrbwyu2bj20m80cjgme.jpg",无,无,2020/2/14 11:14,微博 HTML5 版,35,4,6
ItPLPEeZ8,React Native 的采用率，在 iOS 和安卓应用开发中都是10%。第三方数据，不确定是否可靠。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/537f5932ly1gbtgg520upj20v8147760.jpg,http://ww2.sinaimg.cn/large/537f5932ly1gbtgg7054dj20mu0joaaq.jpg",无,无,2020/2/12 11:26,微博 HTML5 版,77,20,32
