微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBT8Ywgh2,一大早，樊登读书给我寄来一大箱子书，真是读书点亮臂力啊……大家帮忙看看，哪些你看过，哪些可以优先看  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/7233861bly1gdip2kj1oyj20u010tajp.jpg,http://ww2.sinaimg.cn/large/7233861bly1gdip2jxp43j21400u0k1r.jpg,http://ww1.sinaimg.cn/large/7233861bly1gdip2l55nvj20u0140al0.jpg",无,无,2020/4/5 10:44,持续行动的iPhone客户端,4,1,5
IBSsx73I6,"【听力每日一句】 材料均节选自ScalersTalk成长会旗下听力训练营当日练习内容。请先在评论区打开链接进行听写，然后查看下面的答案与解析。Day 282The country now has more than 78,800 cases and almost 2,800 deaths from the disease, called COVID-19. About three-fourths of all new infections are being reported in countries other than China.【背景】世界卫生组织（简称WHO）表示，新型冠状病毒可能在全球传播。世卫组织发言人周五在瑞士对记者表示：“疫情越来越严重。” 目前有近60个国家出现了冠状病毒确诊病例。[three-fourths]: 四分之三[other than]: 除……之外以上内容选自ScalersTalk听力训练营第14期04月05日零阶练习材料。想和我们一起持续行动么？评论区留言讨论。明天再见！#1000天持续行动#                                 ",无,无,无,2020/4/5 9:00,微博 weibo.com,1,0,1
IBOOt6JMM,推荐这本书，强烈推荐。  原图 ,http://wx1.sinaimg.cn/large/7233861bly1gdi5y96thxj20j90y8tkb.jpg,无,无,2020/4/4 23:43,持续行动的iPhone客户端,54,14,10
IBOyPg1tO,喷人的时候一定要看清名字，不要喷错了，否则很尴尬。不过，知错能改的，就是值得团结的好喷子  原图 ,http://wx4.sinaimg.cn/large/7233861bly1gdi4t1w5g5j20g60gtgni.jpg,无,无,2020/4/4 23:04,微博 weibo.com,13,0,15
IBOdnyB8s,美国经济虽然重要，但也只占全球经济的23%。假以时日，占剩余77%经济体量的国家会想方设法团结起来，让美国承受痛苦。这是黑石集团苏世民2018年的观点，现在看好像正在慢慢发生？  ,无,无,无,2020/4/4 22:11,微博 weibo.com,23,0,13
IBMm6dKJ3,清华大学苏世民书院背后的故事。2012年，时任清华大学校长陈吉宁在巴黎会见黑石集团创始人苏世民，为清华寻求捐赠。苏世民提出，可以制订一个计划，鼓励世界各地最优秀的聪明人在清华一起学习，他日成为各国有影响力的领军人物时，会在友情和理性的基础上采取行动，防止各国陷入修昔底德陷阱的疑虑和不信任的状态。会议结束的时候，陈校长说，“成本会很高”。苏世民说：“我承诺首笔出资1亿美元，并且保证筹集其余资金。”于是清华大学苏世民学院由此诞生。项目开始执行后发现，1亿美金不够，于是苏世民开始全球筹集资金，但是问题来了，许多人认为这个史无前例的构想，根本不可能变成现实。苏世民有一次参加活动遇到了桥水基金的创始人达利欧（《原则》作者），提议让他出资2500万美元。达利欧虽然喜欢中国，自己的孩子也在中国读了一年书，但是仍然认为这个项目无法实现。不过经过苏世民的反复劝说，达利欧承诺出资1000万美元，并表示如果项目运行成功再给1500万美元。不过达利欧可能压根就没觉得能给出第二笔。不过寻求捐助的确遇到了困难，后面修改了捐助方案。如果捐助250万美金，可以连续15年，每年供应一位本国的学生进入学院就读。这样一来大家积极性高了很多，很多人还是愿意资助本国学生，为其提供奖学金。苏世民还找了软银创始人孙正义。他对孙说，中日关系一直不好，中国经济在强大，日本人口在萎缩，是时候修复中日关系了。孙正义听了认为有道理，于是捐助了1000万美金，可以连续14年每年资助四名日本学生。之后又追加了1500万美金。之后就是中美双方工作的协商，由于中美12小时的时差，苏世民团队只能在晚上推进工作。花费的时间比计划多4倍。等到盖楼的时候，又有很多问题。苏世民想要使用寿命长达200年的木地板，但是中国的承建商只说只能买人造木材，12年就要更换。苏世民说，“这样的讨价还价、偷工减料是无法想象的。”在离完工还有一年的时候，苏世民还到施工现场表达了不满，并告诉他们，这个项目得到了中国高层的支持，如果还有问题，责任人会吃不了兜着走。之后情况有所好转。苏世民每6周回来清华一次检查进展，到书院建成的时候已经跑了30次中国。最后在人民大会堂的启动仪式上，苏世民联系到时任美国总结奥巴马，在启动仪式的前一天晚上，拿到了奥巴马的贺信。于是与中方联系，中方也得到了国家主席的支持。于是启动仪式的规格提升了，由原来的教育部长升格到国务院副总理主持。苏世民学院第一批于2016年启动，全球招了110位学生。他们的楼我去看过，非常高大上。当然，盖楼的位置是学生澡堂。我们当年的夏天每天都去洗澡的地方，拆了。                                 ,无,无,无,2020/4/4 17:27,微博 weibo.com,21,7,3
IBLIJ7Gv6,每次开一期新的读书活动，就把所有带着社群一起读过的书拿出来，拍一张全家福，久而久之，书越来越多，堆积越来越高，拍起来也越来越不容易。不知道三年后，这个全家福要怎么拍。  原图 ,http://wx1.sinaimg.cn/large/7233861bly1gdhsap4odcj20u0140gwf.jpg,无,无,2020/4/4 15:50,持续行动的iPhone客户端,44,4,10
IBL6u5dZT,政客们都在保卫自己的领土，各自为政。反对票反映的是意识形态，而不是国家利益。黑石基金创始人苏世民写2008年美国次贷危机的时候，美国需要团结一心救市，挽救国家的金融系统，各路政客还在搞党派之争，不以国家利益为上。2020年疫情出现，故事好像又在重新上演。注意哦，这是美国人写美国人的，看看公知要怎么洗                  原图                             ,http://wx2.sinaimg.cn/large/7233861bly1gdhpfmegj3j22c03404qp.jpg,无,无,2020/4/4 14:16,持续行动的iPhone客户端,8,5,4
IBCNnjgsV,如果你真的强烈推荐，那我就同意。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/7233861bly1gdgow44pr1j20yo0jiafx.jpg,http://ww3.sinaimg.cn/large/7233861bly1gdgow3afhmj213y0mh442.jpg",无,无,2020/4/3 17:07,持续行动的iPhone客户端,20,6,10
IBAMBm34W,[英语翻译每日练习]，材料均节选自ScalersTalk成长会旗下小组当日练习内容。请看完中文后，自己试着用英文表达，然后对照译文。 Day 326* 积极践行自由贸易理念 be a strong advocate for free trade * 展现了大国担当 live up to its responsibility as major country* 发出中国声音、提出中国方案 make its voice heard and contribute its own proposals in 以上内容选自ScalersTalk第10期ScalersTalk笔译训练营2020年4月3日练习材料。想和我们一起持续行动么？评论区留言讨论。下周见！#1000天持续行动#                                 ,无,无,无,2020/4/3 12:00,微博 weibo.com,3,0,0
