微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBCdt51Za,Hello，欢迎你，亲爱的朋友！世界这么大，还是遇见你，欢迎来到小海书房。在这里，我们可以一起聊聊，教育途中的有趣故事、育儿路上的酸甜苦辣，以及自我成长的一些感悟收获。关于我东北妹子，从小就是学霸。大学毕业后，就来广东工作，在华南师大读完教育硕士。人生经历，教师19年，与学生亦师亦友；妈妈14年，一儿一女，如何做个好妈妈，一直在学习中。从小喜欢中文，却阴差阳错读了计算机专业。至今，仍旧痴心不改，还在不断努力中，希望早日写出打动人心的文字。喜欢阅读，喜欢电影，喜欢给家人做美食。2020年初，偶尔的机会，进入写书哥训练营，遇到很多有趣的灵魂，开启人生新的篇章。教育故事1  我和考研的故事 http://t.cn/A6ZTP0uB2  你的人生中，什么最重要?  http://t.cn/A6ZTP03P3 四年级被学校开除的孩子，三次荣登中国作家富豪榜榜首。http://t.cn/A6ZTP0uk4  我和学生的故事 http://t.cn/A6ZTP03v减肥故事1 减肥半辈子，终于成功一次http://t.cn/A6ZTP03h2 减肥  DAY31  http://t.cn/A6ZTP0ud3 减肥  DAY15  http://t.cn/A6ZTP0us4 间歇性禁食，你不知道的长寿秘密  http://t.cn/A6ZTP0uD5 BBC  进食  断食与长寿   http://t.cn/A6ZHL4BA家有儿女1   非常时期，如何和青春期的孩子相处? http://t.cn/A6h03UtA2   一生中最艰难的决定  http://t.cn/A6ZTP03i3   大宝的礼物   http://t.cn/A6ZTP03w阅读笔记1  《巨人的工具》读后感  http://t.cn/A6ZTP0372  喜欢读书的大忙人，怎么选书？ http://t.cn/A6ZTP0ug3  《当我谈跑步时我谈些什么》经典语录 http://t.cn/A6ZTP0344  目标管理--七个人物法  http://t.cn/A6ZTP0ur5  为什么大家都给他打赏?  http://t.cn/A6ZTP0uF6  清单，改变生活  http://t.cn/A6ZTRCgJ7  《我把三个儿子送入了斯坦福》  http://t.cn/A6ZTP0ue8  《郑渊洁家庭教育课》金句汇总  http://t.cn/A6ZTP036我是@老师小海 ，很开心在这里与你相遇，与你分享我的经历。让我们一路相伴，共同成长，成为最好的自己。             [组图共6张]      原图                             ,"http://ww1.sinaimg.cn/large/62b41081gy1gdgm9kk3ydj213u0s0k4p.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gdgm9lbn7ij21290s5ztc.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gdgmafwiynj21280u0nc0.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gdgmb3i5x8j20f00qo49h.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gdgmb4e4wuj20zk0qo1ah.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gdgmc27rfij21400u01kx.jpg",无,无,2020-04-03 15:38,无,40,14,75
IBIIk7TkZ,山河无恙， 只因有你。清明追思， 家国永念。#清明追思家国永念##4月4日举行全国性哀悼活动#  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/62b41081gy1gdhez2kdnfj20u01fcwxa.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gdhez3zgs3j20u01cqtna.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gdhezdcyl7j20u018rgs5.jpg",无,无,2020-04-04 08:11,无,4,0,0
IBhoi8mZ5,"减肥半辈子，终于成功一次，一个月减重9斤。微博记录减肥33天，从2月21号，体重64.6KG，到3月24日，60.1KG，成功减重4.5KG，9斤。减肥背景：我是那种不管吃什么，都可以转化成脂肪的人。只要是正常一日三餐，一个月，随便可以胖4到5斤。平时晚餐，也都是只吃菜不吃饭的。减肥缘由：只是因为牛魔王的一句话，他在群里说，很多普通人都想减重10斤，这也是一个亮点，为了这个亮点，开启了这次减肥之旅。这之前，经历很多次减肥，但每次，都是减3斤，重4斤，半途而废。而这次，我下了决心，一定要达到减重10斤的目标，虽然只减重9斤，这也已经是我人生一个突破，可以说是一个里程碑式的事件。减肥依据：“间歇性禁食，你不知道的长寿秘密”YOU TUBE视频，8小时进食，16小时禁食，可以促进健康，延长寿命。减肥方法：饮食“8+16饮食法”食物：早餐：红薯，南瓜，鸡蛋，黑芝麻粉，蔬菜等。         中餐：肉，虾，红薯，南瓜，蔬菜等。         下午4,5点，吃水果（少糖），喝咖啡或酸奶。         然后直到第二天早上8点左右，再吃东西。减肥原则：用粗粮代替精致面粉，米饭。         少吃猪肉，多吃鸡肉，海鲜，蔬菜。         多喝水。适当运动。减肥花费：没有刻意去做减肥餐，都是在家人的三餐中，选出适合自己吃的东西。咖啡+黑芝麻粉，花费168元。    减肥运动：开始，是跳绳500，后来到800，1000,1500,2000，完成没有难度，减肥也有效果，但是膝盖出现疼痛。后半程，就是停止跳绳，运动采取了比较舒缓的瑜伽，还有饭后靠墙站15分钟。减肥体会：1、减肥成功，最重要的一点，要有毅力。曾经看过一个TED演讲，说研究组织跟踪几十年，发现，最有成就的学生，不是因为智商，也不是情商，拉开学生差距的，是毅力。后来取得非凡成就的，都是那些毅力超常的同学。减肥也一样，也有饿的难受的时候，分分钟想放弃，每次感觉坚持不下去的时候，就去@好运爱我兔兔 ，又美又飒又狠的小妹妹。看到她的减肥经历，就觉得自己的这点饿，真的不值一提。2、有人监督，有正向反馈。一想到有1000多粉丝在看我减肥呢，真的不敢半途而废。还有特别感谢的是@自律小魔女 ，每天都鼓励我，一直陪伴我减到60.1kg。3、要学会变通，不断反思。喝咖啡几天，发现没有什么效果，去查资料，才发现，喝完咖啡，要有氧运动40分钟，才会有效果。后来改成大量喝水，发现效果不错。4、21天养成习惯。减肥第一阶段已经结束，但是还是保持8+16饮食法。减肥健身，不是百米冲刺，而是马拉松比赛，在变美变瘦的路上，只有慢慢坚持，才能遇到更好的自己。 想了解间断禁食的朋友，请参考以下两个视频，就够了。YOU  TUBE 视频《间歇性禁食，你不知道的长寿秘密》 （3分钟）http://t.cn/A6Z96orJBBC 纪录片《进食 禁食与长寿》（58分钟）http://t.cn/A6Z9MX3P图9是彩蛋哦，此视频的文字总结版本，来自博主@一口甜辣味年糕 ，在此致谢！@写书哥    @牛魔王啊   @自律小魔女 #微博写作训练营# #减肥瘦身#             [组图共9张]      原图                             ","http://ww2.sinaimg.cn/large/62b41081gy1gde6duzmiwj20u01qggy6.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gde6dy2ka3j20u01qg14o.jpg,http://ww4.sinaimg.cn/large/62b41081gy1gde6dto7uuj20u01nogtn.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gde6dvotgmj20u01qg7ie.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gde6dw8kc0j20u01qgww3.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gde6dwz6rej20u01qgwtf.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gde6dylpcdj20u01qgakg.jpg,http://ww4.sinaimg.cn/large/62b41081gy1gde6dz62wej20u01qgjyo.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gde6dzyc5vj20u02pkaq2.jpg",无,无,2020-04-01 10:37,无,28,30,49
IB3Eul9w8,一生中最艰难的决定人到中年，回想前半生，最艰难的决定，是生二胎。儿子五岁开始，就吵着要弟弟妹妹，妈妈，别人都领了妹妹出去玩，我没有人领着。和他讲道理，如果要了妹妹，妈妈就没有工作了，我们没钱买好吃的，没钱买玩具了。我不要玩具，我们不吃肉，天天吃青菜吧，就是要妹妹。2015年，政策逐渐放开，儿子又开始每天催，每天问，到底什么时候要妹妹啊。如果要了妹妹，以后咱家的钱，要给她一半，房子，也要给她一半。可以可以，都给她，我就要一个床。不管儿子怎么催，我是不想要二胎的，年龄比较大了，身体，精力，都不如从前。家里老人，身体又不好，老公又在外地工作。最好的朋友、同事，也都不支持我要二胎，你有奶粉钱，换个车好吧；暑假，去环游世界，不好吗？干嘛再要二胎，把自己的一辈子都用来带娃，你自己的人生还有什么意义？2016年，有一天，睡前母子聊天，儿子说，有个女孩，她妈妈要了二胎，就跳楼了。妈妈，咱家可能刚好相反，如果没有二胎，可能有人要跳楼。啊，你说的是你爸爸吗？儿子急得要哭，妈妈，不要乱说，你知道是谁的。好的好的，妈妈肯定要二胎的。儿子开心的在床上跳起来。就在那一天，终于下了决心，要生二胎。2017年，我39岁，女儿出生，哥哥如获至宝，恨不得天天捧在手心里。现在的日子，每天都是繁忙辛苦的，但是看着两个宝贝，围绕在身边，健康成长，心里还是觉得，当时的决定是正确的。@写书哥     #微博写作训练营#             [组图共6张]      原图                             ,"http://ww1.sinaimg.cn/large/62b41081gy1gdcdpbdd8ej21290s5ztc.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gdcdpbw5anj20se12yjyx.jpg,http://ww4.sinaimg.cn/large/62b41081gy1gdcdpcdmrbj20t911awnz.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gdcdpcu13dj21310svguh.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gdcdpd8qh1j213u0s0k4p.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gdcdpdnb92j20su10zamn.jpg",无,无,2020-03-30 23:39,无,37,0,48
IAUhoaKeQ,要怎样“赢得”孩子?你是要“赢了孩子”还是要“赢得孩子”？人们通常用控制、惩罚，迫使孩子屈服来“赢了”孩子，而不是维护孩子的尊严，相信可以跟孩子合作来“赢得”孩子。“赢了”孩子让孩子成为失败者，导致孩子反叛或盲从，“赢得”则意味着获得孩子心甘情愿的合作，彼此尊重。赢得合作的步骤1、表达出对孩子感受的理解。一定要向孩子核实你的理解。2、表达出对孩子的同情，但不能宽恕。同情并不表示认同或宽恕，只是理解，最好告诉他你也有类似经历。3、告诉孩子你的感受。4、让孩子关注于解决问题。友善、关心和尊重是以上过程的根本。当孩子觉得被理解了，就更愿意听取你的观点，并努力找出解决问题的方法。我们能为孩子做的最有益的事，就是教会孩子学会自我评价，而不是让他们依赖于别人的赞扬或观点获得自尊。《正面管教》                                 ,无,无,无,2020-03-29 23:47,无,2,0,4
IAUfEzkky,一个有能力的人，应该具备的七项感知和技能。所有做父母的 ，都是希望孩子幸福，但这能否实现取决于孩子是否被培养为一个真正有能力的人。一个真正有能力的人，必须具备七项感知和技能。①对个人能力的感知——“我能行”。②对自己在重要关系中的价值的感知力——“我的贡献有价值，大家确实需要我”。③对自己在生活中的力量或影响的感知力——“我能够影响发生在自己身上的事情”。④内省能力，能理解个人的情绪，并能利用这种理解做到自律以及自我控制。⑤人际沟通能力，善于和他人合作，并在沟通、协作、协商、分享、共情和倾听的基础上建立友谊。⑥整体把握能力，以有责任感、适应力、灵活性和正直的态度来对待日常生活中的各种限制以及行为后果。⑦判断能力强，运用智慧，根据适宜的价值观来评估局面。《正面管教》                                 ,无,无,无,2020-03-29 23:43,无,1,0,0
IAKT955CA,怎样在舞台上讲好故事100万年前，我们的祖先就可以掌握火的使用了，除了取暖，抵御野兽，做饭，那就是他们可以围坐在篝火前讲故事。当你在听故事时，你会与故事中的人物产生共鸣，你会真切地感受到他们的喜怒哀乐，你的注意力会被牢牢抓住。舞台上讲述故事要抓住四点：1  故事要有一个引起听众共鸣的主人公。2 通过激发兴趣、制造悬念或危险等形成故事的张力。3 适当提供细节。如果细节太少，故事会显得不够生动，太多则会显得故事整体拖杳冗长。4 要有令人满意的结局，或有趣、或感人、或给人以启迪。《演讲的力量》 #读书#  #我们读书吧#                                 ,无,无,无,2020-03-28 23:53,无,3,0,1
IAKMt7YH5,目标管理--七个人物法人生目标如此重要，找寻它又十分艰难，很多人终其一生都没有找到目标。到底怎么样，才能找到自己真正的目标，构建好值得为之奋斗一生的目标？7个人物法，为我们提供了走出迷茫的指南。只要你拿着纸笔按步骤行动，不用50分钟就能让你内心清晰，迅速找到人生目标。7个人物法共分为五个步骤。1.想出1个你梦想成为的人的名字。你写出的那个名字，他可能是专业上的大牛，可能是商业界的大鳄，可能是政坛的明星，也可能是娱乐界的顶梁柱，又或者是能把日子过得岁月静好的普通人。这个人占据你的理想最高点，他的人生轨迹或特质，决定着你人生的顶层设计。2.接着，想出1~3个你觉得自己一直努力上进地追赶，五到十年内有可能超越的人。他可能是你现实生活中接触过的，有具体形象的企业CEO、所从属行业的领军人物等等。这些人物作为你的中层标杆，决定着你努力的大方向。继续再想出1~3个你一直努力，可能在一两年内赶超的人。这个人最好是为你所看重欣赏的人，和你有直接交流接触，你能够看得到他的时间安排和工作计划，可以研究他具体的行为轨迹。他可以是你的直属领导，也可以是你最佩服的优秀同事，也可以是你发展较好的朋友。他们的作用，一方面是给你提供可视的现实借鉴，另一方面，可以作为激励你的动力，当你懈怠时，想一想他们正在做什么，激励自己振作努力。3.归纳总结。分析你挑选的这7个人身上分别有着什么样与众不同的特殊能力和技能点，列出他们各自具有的硬本领。比如，马云，他所表现出的超强演讲能力，前瞻商业思维。把这些人的硬本领都写到纸上，每个人写3个最主要的技能点。列举出7个人物一共21项硬本领。当然，你可能已经发现了，这七个人身上有很多重合的技能点，紧接着，你需要把不同的技能点分类，排列出出现频率最高的前三项，这三项就是你要树立的人生目标与奋斗方向。4.自我匹配，分解目标。分析你自身目前的状况，找出当前最重要、最需要、最可能发展的技能点，着重练习。对目标进行年度、月度、周和日的分解。把年度目标拆解成具体的5个支撑，确定你需要做哪5件事才能达成这一个目标。然后把这5件事按照时间轴分配到月，然后再制定月、周、日目标。5.反省总结。七个人物列举出来之后，每半年回溯总结一次，划掉已经超越的人物，设定新的人物。每个月的最后一天，需要对当月进行整个反思，列出自己的收获和遗憾，据此调整下月目标。目标的设定，一定要匹配自身实际情况。目标如果设置得空虚远大，极其容易产生挫败感。我们既要忠实践行纲领性的目标，也要根据每天的情况及时调整日计划。拥有了明晰、科学的目标，再配合高超的时间管理去践行，坚信坚持的力量，最终我们总能到达。《人生效率手册》   《樊登读书》@写书哥   #微博写作训练营# @张萌_萌姐                  原图                             ,http://wx1.sinaimg.cn/large/62b41081gy1gda2bv6bhrj20to12l43q.jpg,无,无,2020-03-28 23:36,无,8,10,9
IABqDyia1,为什么大家都给他打赏?半年前，偶尔的机会，翻到连岳的公zhong号，他写的很简短，要大家写好下一周的计划。那篇文章，居然有586人打赏，真是惊到我了。这还不算，一看留言，上百条，都是很长的一段话 ，各种汇报，减肥成功、流利说坚持了300天、在深圳买了房子……这是怎样的一个作者，有如此大的魔力?然后我继续翻他的文章，主要看留言，足足看了两小时，各种成长经历，比小说电影都精彩。连岳的留言区 ，简直就是一个时代的缩影，里面有各种小人物奋斗的故事。后来我每天都看，陆续推荐给朋友，学生，儿子。现在我终于知道了，大家为什么喜欢给连岳打赏。一、传递正确的价值观，用简短，理性，乐观的文字，让读者相信这个时代，相信自己可以凭能力，改名命运。二、大量阅读，推荐最有价值最经典的书籍，给他的读者，大家在阅读经典书籍的过程中，得到了成长，甚至改变了命运。三、文章很少有宏大叙事，都是从小处着眼，道理讲了，方法也给了，并且是非常容易操作，也容易上手的方法。很多人，因为看连岳的文章，自己心态改变了，眼界改变了，早早买了房，拼命考了研 ，人生慢慢变成自己想要的样子，所以，即使天天给连岳打赏，大家也觉得赚到了。#百万书评# @写书哥      #微博写作训练营#             [组图共15张]      原图                             ,"http://ww2.sinaimg.cn/large/62b41081gy1gd8ylsoziuj20b90dcjtc.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gd8ylt9nwuj20u01qgqif.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gd8x02641xj20u01qgaq0.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gd8x02nmpoj20u01qgwx9.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gd8yl4wr1uj20u01qg11y.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gd8x039o3cj20u01qgh1y.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gd8ym50riaj20u01qgdx3.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gd8ym5i9rrj20u01iudnj.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gd8ym66sh2j20u01qgwwa.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gd8x04jekej20u01qgql3.jpg,http://ww4.sinaimg.cn/large/62b41081gy1gd8x05309lj20u01qgqkm.jpg,http://ww3.sinaimg.cn/large/62b41081gy1gd8x05rqcjj20u01qgtrh.jpg,http://ww4.sinaimg.cn/large/62b41081gy1gd8x066l8yj20u01qg4gc.jpg,http://ww2.sinaimg.cn/large/62b41081gy1gd8x06qbo2j20u01qgto9.jpg,http://ww1.sinaimg.cn/large/62b41081gy1gd8x07e4nsj20u01qgwuu.jpg",无,无,2020-03-27 23:48,无,39,13,37
IAs2e8GIA,怎样让你的文章有可读性一、画面感场景化，要让读者的目光有落点。动态化，不要让文章成为“死水”。形象化，要强化读者的感性认知。二、可信度写出人名写出关系写出地名三、有印象才有影响人物外形，让读者建立第一印象。人物内心，让读者产生感情倾向。人物标签，充分利用流行的“词汇库” 。《高效写作》   汤小小                                 ,无,无,无,2020-03-26 23:53,无,3,0,3
