微博,23
正文,1
“,39
宇宙,1
的,91
无理性,1
偶然,1
，,98
呈现,1
在,61
你,39
触动,1
夏天,1
指尖,1
。,96
”,39
清迈,12
时候,19
骑,3
自行车,3
去,29
乡间,1
咖啡馆,4
时,16
总是,6
单曲,1
循环,1
这,32
一首歌,1
每次,8
听见,3
它,10
就,41
像是,5
回到,3
了,80
 ,99
分享,4
谭,1
维维,1
/,2
声音,3
玩具,1
歌曲,1
《,1
明天,3
依旧,3
我,84
身旁,1
(,1
...,1
》,1
Live,1
),1
自,2
现在,17
不,40
付钱,1
看不到,1
粉丝,3
性别,1
构成,2
我前,1
几年,2
看,27
记得,6
是,67
男女,2
6,6
比,13
4,9
来,18
着,15
对于,5
产品,29
经理,13
来说,3
这个,22
比例,4
很,27
正常,5
但,43
奇怪的是,1
做,18
所有,4
都,42
女性,4
用户,10
多于,1
男性,3
：,21
蝉,4
游记,4
氢气球,4
生辰,2
猫,4
饼,3
一罐,8
这样,10
也,52
纳闷,2
咋,1
就是,25
妇女,1
之友,1
呢,28
？,47
没有,23
刻意,5
女,3
投放,1
啊,21
以前,10
融资,1
有个,5
投资人,4
没聊,1
几分钟,1
劈头,1
问,11
是不是,11
更,11
受,2
欢迎,1
说,32
怎么,10
出来,14
他,20
微微一笑,1
起身,1
赶,1
飞机,4
后来,15
没,27
投,2
所以,12
至今,1
好奇,3
总之,2
只要,6
打,9
上,27
烙印,1
会,28
女生,2
喜欢,8
并,9
背后,1
落魄,1
中年男子,2
从,15
下线,1
后,16
爸比,1
光环,1
走,4
马路上,1
没人会,1
多,22
一眼,4
 ,98
微博新,1
小视频,1
这套,2
系统,5
图,4
啥,6
想,23
最,17
明显,3
收益,4
可以,14
把,21
自己,30
抖音,3
快手,1
创作,1
搬运,1
到,27
微博来,1
…,29
一鸡,1
吃,8
几天,2
看到,4
很多,13
带,6
水印,1
的确,6
比微博,1
原生,1
视频,8
娱乐性,1
强多,1
老,4
有人,13
抱怨,3
算法,2
分发,2
全世界,1
百万,2
日活,2
以上,2
feed,3
流,2
还有,12
不用,1
序,1
印象,3
里,20
tw,1
fb,1
ins,2
全是,5
觉得,23
老外,1
骂,3
吗,19
他们,15
知道,19
小白,2
理解,2
不了,7
反,2
直觉,1
机制,5
你们,11
想想,4
为什么,8
这么,15
干,4
职业,5
专门,2
人类,5
泰国,8
中国,2
航班,2
全部,6
停,2
据说,2
10,8
月,12
才,14
有,40
可能,17
恢复,1
刚,5
实行,1
宵禁,1
天知道,2
接下来,4
变成,4
什么样,1
有点,4
后怕,1
2,13
周前,1
如果,19
不是,23
果断,1
回国,4
得,20
待,4
年底,1
而且,8
餐馆,7
马杀鸡,4
店全,1
关门,3
闷,1
闷死,1
相比之下,1
机票,4
隔离,13
6000,2
元,7
简直,4
不算,1
事儿,6
家人,2
还,29
那边,1
生活,4
唉,10
玩,5
一周,3
动森,1
发现,4
玩动森,1
废,1
柴型,1
一点,12
进取心,1
每天,10
打开,2
看看,6
什么,28
新,6
变化,1
收集,2
品,1
懒懒散散,1
20,5
分钟,4
资源,5
慢吞吞,1
地,20
完成,4
任务,4
一天,4
平均,1
两个,6
好,25
肝,1
因为,21
缺,2
里数,1
甚至,7
一次,7
出过,1
岛,1
不想,5
刷,4
攒,1
只,14
